snapshot,unix_time,vehicle_id,lon,lat
0,0,IDV1257415620,127.030589,37.609344
0,0,IDV1257415680,127.043599,37.687420
0,0,IDV1257415840,127.054545,37.589003
0,0,IDV1257415990,126.949666,37.512810
0,0,IDV1257416060,127.062410,37.495880
0,0,IDV1257416080,127.062065,37.504237
0,0,IDV1257416090,127.031733,37.489084
0,0,IDV1257416130,126.996905,37.562037
0,0,IDV1257416160,126.986292,37.570194
0,0,IDV1257416350,126.829923,37.496288
0,0,IDV1257416450,127.013870,37.603698
0,0,IDV1257416550,126.972714,37.542111
0,0,IDV1257418120,127.128653,37.469892
0,0,IDV1257418170,126.837191,37.508491
0,0,IDV1257418210,126.905289,37.563327
0,0,IDV1257418320,126.929135,37.564691
0,0,IDV1257418340,126.947094,37.556815
0,0,IDV1257418350,126.959850,37.557623
0,0,IDV1257418530,126.986340,37.560919
0,0,IDV1257418820,127.063131,37.659304
0,0,IDV1257419100,127.024272,37.525191
0,0,IDV1257420020,127.032378,37.644678
0,0,IDV1257420050,127.029087,37.494946
0,0,IDV1257420190,127.044931,37.677243
0,0,IDV1257420430,127.015886,37.569429
0,0,IDV1257420460,126.970884,37.544915
0,0,IDV1257421030,126.967693,37.528896
0,0,IDV1257421160,126.985380,37.570225
0,0,IDV1257421170,126.981039,37.561678
0,0,IDV1257421310,126.961110,37.508161
0,0,IDV1257421420,126.935194,37.554071
0,0,IDV1257421770,127.035627,37.482985
0,0,IDV1257423920,127.076354,37.593914
0,0,IDV1257424270,127.001670,37.571059
0,0,IDV1257424280,127.056993,37.588653
0,0,IDV1257424300,126.877461,37.581557
0,0,IDV1257425150,126.829551,37.496578
0,0,IDV1257425520,126.804841,37.569456
0,0,IDV1257425660,126.877281,37.581822
0,0,IDV1257427250,126.861668,37.504177
0,0,IDV1257428450,126.821550,37.491999
0,0,IDV1257428480,126.925018,37.557578
0,0,IDV1257428610,126.837920,37.506926
0,0,IDV1257430180,127.004760,37.506133
0,0,IDV1257430210,127.047205,37.524778
0,0,IDV1257430220,126.996727,37.578941
0,0,IDV1257430250,126.954436,37.495364
0,0,IDV1257430380,127.030309,37.528298
0,0,IDV1257430440,127.036311,37.529076
0,0,IDV1257430660,127.011081,37.571813
0,0,IDV1257430670,127.056559,37.521739
0,0,IDV1257430680,127.057779,37.519399
0,0,IDV1257431000,127.007076,37.613145
0,0,IDV1257431010,127.007558,37.540333
0,0,IDV1257431020,127.014580,37.545660
0,0,IDV1257431090,127.045521,37.466071
0,0,IDV1257431140,126.972660,37.555156
0,0,IDV1257431190,127.028020,37.548668
0,0,IDV1257431500,126.982913,37.560458
0,0,IDV1257431540,127.023616,37.506388
0,0,IDV1257431580,126.994114,37.533993
0,0,IDV1257431650,127.029414,37.494247
0,0,IDV1257431700,126.989952,37.534156
0,0,IDV1257431870,127.035494,37.483133
0,0,IDV1257431930,126.962781,37.533550
0,0,IDV1257431940,126.977502,37.549769
0,0,IDV1257432010,127.012564,37.527423
0,0,IDV1257432030,127.002751,37.541646
0,0,IDV1257432040,127.009583,37.570096
0,0,IDV1257432060,127.007420,37.549746
0,0,IDV1257432180,127.019166,37.623275
0,0,IDV1257432210,127.029932,37.582532
0,0,IDV1257432230,127.009509,37.570775
0,0,IDV1257432360,127.009436,37.553116
0,0,IDV1257432400,127.034358,37.599763
0,0,IDV1257432420,127.027155,37.492178
0,0,IDV1257432450,127.007312,37.549202
0,0,IDV1257432470,127.006787,37.562744
0,0,IDV1257432500,127.007756,37.558501
0,0,IDV1257432530,127.020169,37.514027
0,0,IDV1257432700,127.026464,37.497584
0,0,IDV1257432750,127.017609,37.494998
0,0,IDV1257432760,127.029297,37.492686
0,0,IDV1257432920,127.062858,37.494798
0,0,IDV1257433440,126.963570,37.508844
0,0,IDV1257433700,127.042582,37.465808
0,0,IDV1257434510,126.903630,37.570017
0,0,IDV1257434720,127.053215,37.689557
0,0,IDV1257434830,127.070185,37.638049
0,0,IDV1257434870,127.027256,37.623660
0,0,IDV1257434950,127.016589,37.573296
0,0,IDV1257435010,126.982817,37.566890
0,0,IDV1257435210,127.027466,37.634973
0,0,IDV1257435220,127.030114,37.613393
0,0,IDV1257435420,126.891340,37.576196
0,0,IDV1257435710,127.051372,37.618090
0,0,IDV1257435780,127.036035,37.611908
0,0,IDV1257436020,126.995313,37.570582
0,0,IDV1257436080,127.021918,37.600186
0,0,IDV1257436110,126.979574,37.561239
0,0,IDV1257436140,126.966839,37.565631
0,0,IDV1257436170,127.017115,37.588657
0,0,IDV1257436570,127.090400,37.463542
0,0,IDV1257436730,127.094706,37.466521
0,0,IDV1257436970,127.126900,37.476902
0,0,IDV1257436980,127.055224,37.565034
0,0,IDV1257438080,127.013552,37.661085
0,0,IDV1257438300,126.958415,37.516685
0,0,IDV1257438340,126.972175,37.533850
0,0,IDV1257438570,126.982416,37.565041
0,0,IDV1257438710,126.996794,37.578423
0,0,IDV1257438730,127.013883,37.660674
0,0,IDV1257438820,127.014238,37.660708
0,0,IDV1257438840,127.038577,37.476787
0,0,IDV1257438870,127.034900,37.588418
0,0,IDV1257439010,126.972803,37.554612
0,0,IDV1257439110,127.025023,37.629076
0,0,IDV1257439150,126.928233,37.529564
0,0,IDV1257439350,126.998678,37.582898
0,0,IDV1257439500,126.939074,37.535402
0,0,IDV1257439860,127.064750,37.611314
0,0,IDV1257439870,127.042402,37.630050
0,0,IDV1257439900,127.056640,37.616890
0,0,IDV1257440150,127.020992,37.511796
0,0,IDV1257440220,127.014072,37.660661
0,0,IDV1257440270,126.972716,37.557246
0,0,IDV1257440280,127.014042,37.660668
0,0,IDV1257440500,127.008010,37.533480
0,0,IDV1257440580,126.971977,37.550356
0,0,IDV1257440610,126.915738,37.430938
0,0,IDV1257441050,126.887443,37.586953
0,0,IDV1257441060,127.107301,37.603636
0,0,IDV1257441100,126.868445,37.549052
0,0,IDV1257441150,127.005947,37.570923
0,0,IDV1257441400,126.964207,37.562184
0,0,IDV1257441560,126.909738,37.581915
0,0,IDV1257441610,127.054413,37.565440
0,0,IDV1257441670,127.023494,37.575448
0,0,IDV1257441750,127.079288,37.556642
0,0,IDV1257441770,126.926862,37.561139
0,0,IDV1257442510,127.093579,37.606393
0,0,IDV1257442640,127.022862,37.508040
0,0,IDV1257442740,127.018792,37.546475
0,0,IDV1257442770,127.066819,37.591444
0,0,IDV1257443390,127.070742,37.586697
0,0,IDV1257443410,127.027053,37.586192
0,0,IDV1257443430,126.915965,37.523514
0,0,IDV1257443440,127.050084,37.591456
0,0,IDV1257443500,127.107847,37.613495
0,0,IDV1257443560,127.002487,37.547199
0,0,IDV1257443620,127.024038,37.463454
0,0,IDV1257443710,126.971584,37.558106
0,0,IDV1257443730,127.041217,37.578878
0,0,IDV1257443930,127.039696,37.527988
0,0,IDV1257444110,126.940550,37.556345
0,0,IDV1257445850,126.850880,37.670248
0,0,IDV1257445950,127.017557,37.593226
0,0,IDV1257447170,126.987148,37.570209
0,0,IDV1257447780,126.996824,37.561955
0,0,IDV1257448000,126.899508,37.538894
0,0,IDV1257448130,126.969207,37.555734
0,0,IDV1257449070,127.066423,37.591365
0,0,IDV1257449250,127.008630,37.571634
0,0,IDV1257449320,126.986915,37.570202
0,0,IDV1257449350,126.942605,37.556603
0,0,IDV1257449370,127.021771,37.597867
0,0,IDV1257449420,126.923891,37.525355
0,0,IDV1257449850,127.035750,37.482939
0,0,IDV1257450390,127.045553,37.503860
0,0,IDV1257450830,127.156528,37.593781
0,0,IDV1257450860,127.102613,37.600237
0,0,IDV1257452600,126.836538,37.507521
0,0,IDV1257453620,126.965964,37.566791
0,0,IDV1257453640,127.031376,37.490206
0,0,IDV1257453660,127.036956,37.652177
0,0,IDV1257453830,127.031817,37.489257
0,0,IDV1257454330,126.877618,37.581438
0,0,IDV1257454510,127.048473,37.462064
0,0,IDV1257454530,127.033666,37.485119
0,0,IDV1257454570,127.094979,37.598678
0,0,IDV1257455740,127.036555,37.566625
0,0,IDV1257456960,126.974102,37.536294
0,0,IDV1257457280,127.004212,37.506010
0,0,IDV1257457470,127.036104,37.562874
0,0,IDV1257457570,126.957226,37.571250
0,0,IDV1257458060,126.997733,37.512037
0,0,IDV1257458170,127.027214,37.497805
0,0,IDV1257458310,126.927327,37.558768
0,0,IDV1257458360,126.942623,37.562248
0,0,IDV1257458530,126.875186,37.580455
0,0,IDV1257458590,126.884848,37.585151
0,0,IDV1257458750,127.061150,37.508122
0,0,IDV1257461020,127.079971,37.594945
0,0,IDV1257461520,126.931598,37.562389
0,0,IDV1257461630,127.019210,37.585573
0,0,IDV1257463060,126.976321,37.562348
0,0,IDV1257463340,127.027637,37.606367
0,0,IDV1257463570,127.030425,37.608927
0,0,IDV1257463630,127.073300,37.637925
0,0,IDV1257464540,127.010594,37.554458
0,0,IDV1257464550,127.008319,37.507248
0,0,IDV1257465140,127.013702,37.526148
0,0,IDV1257465280,127.040118,37.687819
0,0,IDV1257465350,127.040405,37.687076
0,0,IDV1257465360,127.040857,37.687776
0,0,IDV1257465740,127.014256,37.603657
0,0,IDV1257468880,126.957005,37.554115
0,0,IDV1257468970,126.836855,37.518993
0,0,IDV1257470090,127.061324,37.651530
0,0,IDV1257470290,126.984202,37.575858
0,0,IDV1257470310,126.979657,37.570207
0,0,IDV1257470340,127.006304,37.566287
0,0,IDV1257470480,127.079005,37.601626
0,0,IDV1257471030,126.940313,37.559943
0,0,IDV1257472080,126.877646,37.581825
0,0,IDV1257472520,126.888047,37.579605
0,0,IDV1257473810,127.136703,37.467490
0,0,IDV1257473940,126.900809,37.539973
0,0,IDV1257474400,127.018410,37.602918
0,0,IDV1257475590,127.092110,37.511787
0,0,IDV1257475920,127.164771,37.543380
0,0,IDV1257478290,126.942178,37.590546
0,0,IDV1257479060,127.021917,37.601047
0,0,IDV1257479080,127.128546,37.468712
0,0,IDV1257479270,126.960505,37.571991
0,0,IDV1257479300,127.025830,37.501682
0,0,IDV1257479320,127.045955,37.687012
0,0,IDV1257479440,127.019346,37.516486
0,0,IDV1257479470,127.025056,37.512205
0,0,IDV1257479530,127.030136,37.565326
0,0,IDV1257480070,127.067053,37.486939
0,0,IDV1257480690,127.144170,37.481381
0,0,IDV1257483140,126.931990,37.561934
0,0,IDV1257483240,126.998071,37.511030
0,0,IDV1257483550,127.013025,37.493395
0,0,IDV1257485160,126.959456,37.557532
0,0,IDV1257485350,127.053168,37.505459
0,0,IDV1257485430,126.895629,37.575061
0,0,IDV1257485950,127.023347,37.575450
0,0,IDV1257487230,127.002756,37.587089
0,0,IDV1257487280,127.051332,37.618115
0,0,IDV1257487740,127.030739,37.609137
0,0,IDV1257487870,126.901210,37.571614
0,0,IDV1257488480,126.952168,37.557168
0,0,IDV1257488490,126.966935,37.565641
0,0,IDV1257488520,126.959127,37.557257
0,0,IDV1257489060,127.033394,37.635633
0,0,IDV1257489940,127.035850,37.482641
0,0,IDV1257489950,127.022610,37.508259
0,0,IDV1257490100,127.059216,37.457396
0,0,IDV1257491480,127.105125,37.614205
0,0,IDV1257493020,126.962315,37.570569
0,0,IDV1257493300,126.950946,37.543791
0,0,IDV1257493830,126.920836,37.577703
0,0,IDV1257495030,126.877511,37.581622
0,0,IDV1257495160,126.877227,37.581701
0,0,IDV1257495250,126.986675,37.570300
0,0,IDV1257495530,126.978944,37.570208
0,0,IDV1257495670,126.876857,37.484814
0,0,IDV1257495810,127.007162,37.588901
0,0,IDV1257496410,127.040985,37.641661
0,0,IDV1257496530,126.968230,37.566817
0,0,IDV1257496540,126.807331,37.561774
0,0,IDV1257496570,126.933414,37.560790
0,0,IDV1257496580,126.838031,37.558570
0,0,IDV1257496600,126.861301,37.552737
0,0,IDV1257496610,126.992448,37.570479
0,0,IDV1257496710,126.911277,37.565056
0,0,IDV1257497130,127.097100,37.599143
0,0,IDV1257497150,127.104143,37.613298
0,0,IDV1257497260,126.860385,37.496743
0,0,IDV1257497480,126.959684,37.557450
0,0,IDV1257497550,126.970753,37.543995
0,0,IDV1257497790,126.818167,37.545267
0,0,IDV1257497810,126.877406,37.581641
0,0,IDV1257497830,126.877548,37.581669
0,0,IDV1257497860,126.957305,37.571561
0,0,IDV1257497870,126.963446,37.572626
0,0,IDV1257498060,126.911105,37.581462
0,0,IDV1257498080,127.072301,37.543771
0,0,IDV1257499010,126.909297,37.567446
0,0,IDV1257510030,127.035852,37.521995
0,0,IDV1257511120,126.904810,37.575458
0,0,IDV1257511130,127.022521,37.640731
0,0,IDV1257511140,126.907619,37.564780
0,0,IDV1257512180,127.054012,37.588131
0,0,IDV1257512530,127.057201,37.572330
0,0,IDV1257512810,127.001902,37.566805
0,0,IDV1257512850,126.981020,37.561754
0,0,IDV1257512950,127.124406,37.469537
0,0,IDV1257512980,127.024617,37.503832
0,0,IDV1257513640,126.877232,37.581495
0,0,IDV1257513660,126.877209,37.581662
0,0,IDV1257513680,126.877226,37.581764
0,0,IDV1257513700,127.038570,37.478594
0,0,IDV1257513750,127.063313,37.455506
0,0,IDV1257513760,126.932843,37.561259
0,0,IDV1257513900,127.079368,37.602304
0,0,IDV1257513960,127.080217,37.591976
0,0,IDV1257513980,126.973830,37.556803
0,0,IDV1257514180,126.851290,37.554069
0,0,IDV1257515840,126.972827,37.554744
0,0,IDV1257516430,126.877190,37.581525
0,0,IDV1257516510,126.959340,37.557331
0,0,IDV1257517130,127.070162,37.637938
0,0,IDV1257517500,127.001421,37.505128
0,0,IDV1257518020,126.872323,37.550739
0,0,IDV1257519120,126.914402,37.549911
0,0,IDV1257519160,126.833691,37.515333
0,0,IDV1257520230,127.128725,37.469620
0,0,IDV1257520260,126.977044,37.502779
0,0,IDV1257520270,127.047169,37.462716
0,0,IDV1257520280,127.126687,37.470432
0,0,IDV1257524510,126.891047,37.578072
0,0,IDV1257525560,127.125466,37.480022
0,0,IDV1257526170,126.926721,37.553389
0,0,IDV1257526250,126.838325,37.529160
0,0,IDV1257526270,126.797599,37.577273
0,0,IDV1257526330,126.974112,37.558875
0,0,IDV1257526350,126.994036,37.534072
0,0,IDV1257526360,126.995366,37.520374
0,0,IDV1257526510,126.913653,37.571079
0,0,IDV1257526900,126.848878,37.616948
0,0,IDV1257527640,126.944553,37.588539
0,0,IDV1257528020,127.006866,37.588740
0,0,IDV1257528030,126.983738,37.570150
0,0,IDV1257528040,126.981783,37.563013
0,0,IDV1257528680,127.045761,37.698310
0,0,IDV1257529150,127.026065,37.548059
0,0,IDV1257529230,127.002300,37.578656
0,0,IDV1257529270,126.936529,37.518520
0,0,IDV1257530090,127.030336,37.609873
0,0,IDV1257530720,126.989545,37.570278
0,0,IDV1257531010,127.030643,37.491704
0,0,IDV1257532020,126.976971,37.564134
0,0,IDV1257532090,127.064624,37.492041
0,0,IDV1257534460,126.842047,37.509040
0,0,IDV1257540250,126.944826,37.556670
0,0,IDV1257553120,126.995169,37.610354
0,0,IDV948000610,127.059426,37.498353
0,0,IDV948000611,127.035508,37.515503
0,0,IDV948000613,127.054312,37.488984
0,0,IDV948000616,127.033106,37.524892
0,0,IDV948000619,127.033151,37.486769
0,0,IDV948001201,126.886040,37.574519
0,0,IDV948001205,126.880534,37.580636
0,0,IDV948001300,127.043078,37.502099
0,0,IDV948001306,127.023741,37.505730
1,11,IDV1257027100,127.038755,37.578234
1,11,IDV1257027230,127.122693,37.536185
1,11,IDV1257027700,127.122582,37.513804
1,11,IDV1257027920,127.093586,37.616267
1,11,IDV1257057050,127.045834,37.466482
1,11,IDV1257062280,127.024972,37.576185
1,11,IDV1257062360,127.046057,37.580799
1,11,IDV1257062520,127.040786,37.578701
1,11,IDV1257062530,127.008229,37.571125
1,11,IDV1257062560,127.092379,37.598092
1,11,IDV1257062660,126.924666,37.574812
1,11,IDV1257062700,127.094650,37.585527
1,11,IDV1257062730,126.985925,37.576654
1,11,IDV1257062790,127.102609,37.612605
1,11,IDV1257062820,126.939985,37.560218
1,11,IDV1257062870,127.004539,37.587848
1,11,IDV1257062890,126.935050,37.521338
1,11,IDV1257062920,127.088422,37.584806
1,11,IDV1257063070,126.976870,37.575091
1,11,IDV1257063080,127.051174,37.585433
1,11,IDV1257063100,127.064604,37.590826
1,11,IDV1257063310,127.148324,37.594924
1,11,IDV1257063390,127.149265,37.590744
1,11,IDV1257064320,127.028971,37.495407
1,11,IDV1257064540,126.963531,37.508450
1,11,IDV1257064940,127.142486,37.443906
1,11,IDV1257065020,127.030052,37.493238
1,11,IDV1257065040,127.020430,37.516344
1,11,IDV1257065050,127.045157,37.463988
1,11,IDV1257065070,127.082166,37.460833
1,11,IDV1257065090,126.989274,37.501803
1,11,IDV1257065330,127.128764,37.469551
1,11,IDV1257065390,127.035187,37.483333
1,11,IDV1257065870,127.021431,37.510995
1,11,IDV1257066640,126.932348,37.513206
1,11,IDV1257066680,126.823713,37.492756
1,11,IDV1257066710,126.896906,37.513006
1,11,IDV1257066720,126.989679,37.570244
1,11,IDV1257066730,126.873018,37.499134
1,11,IDV1257066760,126.840660,37.494635
1,11,IDV1257066770,127.023284,37.634524
1,11,IDV1257066850,126.920236,37.498147
1,11,IDV1257066900,126.833262,37.493290
1,11,IDV1257067040,127.081741,37.637805
1,11,IDV1257067090,126.898739,37.478985
1,11,IDV1257067150,127.043794,37.689866
1,11,IDV1257067190,126.849807,37.502908
1,11,IDV1257067220,126.996592,37.570655
1,11,IDV1257067230,126.968742,37.568029
1,11,IDV1257067240,126.886480,37.508064
1,11,IDV1257067260,126.885236,37.506843
1,11,IDV1257067360,126.907820,37.505953
1,11,IDV1257067370,126.972681,37.542584
1,11,IDV1257067390,126.916798,37.512007
1,11,IDV1257067560,126.830451,37.493181
1,11,IDV1257067910,126.953126,37.546903
1,11,IDV1257067940,127.043938,37.690017
1,11,IDV1257067950,127.043394,37.690249
1,11,IDV1257067980,126.925531,37.512361
1,11,IDV1257068480,127.064046,37.659318
1,11,IDV1257079030,126.939899,37.548885
1,11,IDV1257079190,126.969211,37.558384
1,11,IDV1257079240,126.902984,37.542282
1,11,IDV1257079790,126.950889,37.557117
1,11,IDV1257079810,126.923644,37.556752
1,11,IDV1257079820,126.915437,37.550909
1,11,IDV1257079840,126.971787,37.558571
1,11,IDV1257079960,126.970405,37.569103
1,11,IDV1257080150,126.945789,37.546108
1,11,IDV1257080160,126.921918,37.555489
1,11,IDV1257080210,126.977633,37.557938
1,11,IDV1257081620,126.889590,37.544449
1,11,IDV1257083170,126.863354,37.535719
1,11,IDV1257083180,126.889943,37.544517
1,11,IDV1257093750,126.942910,37.557110
1,11,IDV1257093770,127.044163,37.509683
1,11,IDV1257095160,126.973600,37.558055
1,11,IDV1257095180,127.106181,37.475837
1,11,IDV1257095240,126.927372,37.494672
1,11,IDV1257095250,127.069005,37.483640
1,11,IDV1257095530,127.136589,37.480749
1,11,IDV1257095550,127.125424,37.479143
1,11,IDV1257095560,127.098021,37.485743
1,11,IDV1257095580,127.061080,37.493261
1,11,IDV1257095590,127.040926,37.485461
1,11,IDV1257095600,127.020978,37.511810
1,11,IDV1257095630,126.981546,37.552155
1,11,IDV1257095810,126.971890,37.557319
1,11,IDV1257095840,127.042350,37.485808
1,11,IDV1257095850,127.136995,37.480851
1,11,IDV1257112230,127.012755,37.662986
1,11,IDV1257112250,127.039405,37.656424
1,11,IDV1257112270,127.026478,37.625827
1,11,IDV1257112280,127.035756,37.596025
1,11,IDV1257112290,127.023076,37.575432
1,11,IDV1257112320,126.996709,37.570628
1,11,IDV1257112330,127.021150,37.634586
1,11,IDV1257112340,126.975183,37.563624
1,11,IDV1257112410,126.979287,37.570069
1,11,IDV1257112420,126.987280,37.570310
1,11,IDV1257112570,127.006770,37.588739
1,11,IDV1257112680,127.031844,37.603917
1,11,IDV1257112870,127.030347,37.610396
1,11,IDV1257118140,127.026811,37.499515
1,11,IDV1257118220,126.960830,37.511536
1,11,IDV1257118280,126.838108,37.541140
1,11,IDV1257118430,127.023037,37.507746
1,11,IDV1257118450,127.042217,37.690004
1,11,IDV1257118470,127.042219,37.690052
1,11,IDV1257118480,127.038598,37.478641
1,11,IDV1257118560,127.025897,37.627082
1,11,IDV1257118570,126.990087,37.570268
1,11,IDV1257118600,127.028141,37.496720
1,11,IDV1257118630,127.012053,37.527943
1,11,IDV1257118640,127.043908,37.671042
1,11,IDV1257118710,126.945628,37.587587
1,11,IDV1257122380,126.924419,37.525686
1,11,IDV1257122430,127.066339,37.591315
1,11,IDV1257132020,127.008129,37.565833
1,11,IDV1257132120,127.046028,37.683404
1,11,IDV1257132130,127.002175,37.579588
1,11,IDV1257132150,126.897691,37.464883
1,11,IDV1257132160,126.920400,37.498726
1,11,IDV1257132170,127.039234,37.656465
